Names,profession,job_length,state,homeownership,annual_income,monthly_wage,debt_to_income,total_credit_limit,total_credit_utilized,loan_purpose,loan_amount,term,interest_rate,installment,total_payment,ten_of monthly,spent_strategy,issue_date,payoff_date
Katherine Richard,para professional,3,OK,OWN,"15,000","1,250",50.32,38342,31082.00,debt_consolidation,30000,60,25.81,895,68715,89,5340,3/1/2018,3/1/2023
Phillip Vazquez,bin checker,10,PA,OWN,"40,000","3,333",50.3,185484,129664.00,debt_consolidation,19200,60,19.03,498,37469,50,3000,1/1/2018,1/1/2023
Robert Cowan,office manager,10,OH,MORTGAGE,"45,000","3,750",50.21,248690,69062.00,debt_consolidation,25000,36,7.96,783,30970,78,2808,3/1/2018,3/1/2021
Stacey Medina,travel agent,8,WV,MORTGAGE,"40,000","3,333",49.99,267899,92062.00,credit_card,24000,36,13.59,816,33785,82,2952,3/1/2018,3/1/2021
Janice Porter,principal,4,TX,MORTGAGE,"72,200","6,017",49.98,483062,114420.00,debt_consolidation,40000,60,21.85,"1,101",83700,110,6600,3/1/2018,3/1/2023
Jessica Wise,support supervisor,7,AR,MORTGAGE,"20,000","1,667",49.94,277911,42088.00,debt_consolidation,24000,60,12.61,541,39132,54,3240,3/1/2018,3/1/2023
Courtney Hart,graphic design teacher,0,SC,MORTGAGE,"35,859","2,988",49.9,274395,108250.00,other,20000,60,16.01,486,36010,49,2940,3/1/2018,3/1/2023
Kimberly Meyer,team  leader,10,AL,MORTGAGE,"72,000","6,000",49.84,373455,108713.00,debt_consolidation,40000,60,11.99,890,63980,89,5340,1/1/2018,1/1/2023
Sherry Barry,financial advisor,2,LA,MORTGAGE,"44,668","3,722",49.78,419201,87175.00,credit_card,26250,36,12.62,880,36188,88,3168,1/1/2018,1/1/2021
Brandi Perry,,,KS,RENT,"25,000","2,083",49.69,38411,22854.00,debt_consolidation,28000,60,16.02,681,50428,68,4080,2/1/2018,2/1/2023
Sergio Whitaker,faculty,3,SC,MORTGAGE,"60,600","5,050",49.68,133042,93035.00,debt_consolidation,14500,60,26.77,441,33908,44,2640,3/1/2018,3/1/2023
John Hess,owner,10,MN,MORTGAGE,"23,000","1,917",49.58,44927,29553.00,credit_card,15000,60,20,397,30000,40,2400,2/1/2018,2/1/2023
John Walker,director,4,TX,MORTGAGE,"55,000","4,583",49.56,153559,100119.00,credit_card,12000,36,7.34,372,14642,37,1332,3/1/2018,3/1/2021
John Smith,sonographer,2,MI,RENT,"30,000","2,500",49.44,90654,41801.00,debt_consolidation,10000,36,7.96,313,12388,31,1116,3/1/2018,3/1/2021
Edward Collins,customer service representative,3,CA,RENT,"13,050","1,088",49.4,43333,17404.00,credit_card,17000,60,20,450,34000,45,2700,2/1/2018,2/1/2023
Brian Martin,planning asso,10,MN,MORTGAGE,"53,000","4,417",49.32,319536,154365.00,credit_card,16000,60,9.43,335,23544,34,2040,3/1/2018,3/1/2023
Sarah Jones,inspector ,0,VA,RENT,"50,000","4,167",49.26,108799,81274.00,debt_consolidation,20000,60,30.75,656,50750,66,3960,3/1/2018,3/1/2023
Daniel Taylor,asst mngr,3,FL,RENT,"40,000","3,333",49.05,147461,74448.00,debt_consolidation,40000,36,6.07,"1,218",47284,122,4392,3/1/2018,3/1/2021
Matthew Barber MD,underwriter/agent,3,GA,MORTGAGE,"62,339","5,195",48.96,296471,82020.00,debt_consolidation,20000,36,12.62,670,27572,67,2412,2/1/2018,2/1/2021
Stephen Serrano,nail technician/ esthetician,10,FL,OWN,"27,000","2,250",48.56,49284,26487.00,debt_consolidation,15000,36,19.42,553,23739,55,1980,3/1/2018,3/1/2021
Ms. Brianna Miller,"receptionist, intake,driver",2,OH,RENT,"29,760","2,480",48.47,70872,49869.00,debt_consolidation,24600,36,26.3,995,44009,100,3600,2/1/2018,2/1/2021
John Ortega,sales,5,OK,OWN,"70,000","5,833",48.24,322311,133138.00,medical,25000,36,13.59,849,35193,85,3060,1/1/2018,1/1/2021
Matthew Jordan,registered nurse,10,IL,OWN,"70,000","5,833",48.23,313389,215482.00,debt_consolidation,16000,36,6.08,487,18918,49,1764,1/1/2018,1/1/2021
Courtney Williams,paraeducator iii,1,CA,RENT,"32,000","2,667",48.2,80993,52728.00,debt_consolidation,12000,36,10.41,390,15748,39,1404,3/1/2018,3/1/2021
Aaron Marshall,,,MD,MORTGAGE,"47,000","3,917",48.19,361789,83207.00,credit_card,21000,36,9.93,677,27256,68,2448,1/1/2018,1/1/2021
John Brown,senior chemist ii,6,CT,MORTGAGE,"85,000","7,083",48.06,506207,116104.00,debt_consolidation,32000,36,14.08,"1,095",45517,109,3924,1/1/2018,1/1/2021
Travis Steele,employee,8,CA,RENT,"40,000","3,333",47.95,94120,33133.00,other,25000,36,14.07,855,35553,86,3096,2/1/2018,2/1/2021
Sara Wilson,,,OK,MORTGAGE,"25,000","2,083",47.91,251634,44538.00,debt_consolidation,17275,36,7.35,536,21084,54,1944,1/1/2018,1/1/2021
Samantha Crawford,office manager/executive assistant,3,NJ,RENT,"45,000","3,750",47.81,94969,52884.00,debt_consolidation,35000,60,21.85,964,73238,96,5760,3/1/2018,3/1/2023
Leslie Johnson,paraprofessional,10,MA,RENT,"33,195","2,766",47.71,56787,29516.00,debt_consolidation,23000,36,21.85,877,38077,88,3168,2/1/2018,2/1/2021
Mitchell Smith,superintendent ,10,AZ,MORTGAGE,"74,870","6,239",47.71,427355,123471.00,home_improvement,10800,36,16.01,380,15987,38,1368,3/1/2018,3/1/2021
Johnny Delgado,assistant general manager,4,OH,MORTGAGE,"30,206","2,517",47.68,207479,85741.00,debt_consolidation,14350,36,21.45,544,23584,54,1944,1/1/2018,1/1/2021
William Jones,electrician,4,VA,MORTGAGE,"65,000","5,417",47.67,172218,100661.00,debt_consolidation,30000,36,7.34,931,36606,93,3348,3/1/2018,3/1/2021
Kristie Johnson,lead,4,NV,MORTGAGE,"26,600","2,217",47.61,210915,55320.00,debt_consolidation,16000,36,7.35,497,19528,50,1800,1/1/2018,1/1/2021
Yvonne Stein,consultant,0,CA,RENT,"20,000","1,667",47.6,101084,114857.00,debt_consolidation,16000,60,29.69,515,39752,51,3060,1/1/2018,1/1/2023
Jimmy Cooper,manager of people operations,2,CO,OWN,"60,000","5,000",47.54,139148,95093.00,debt_consolidation,20000,60,18.45,513,38450,51,3060,3/1/2018,3/1/2023
Paul Bernard,machine oper,7,WI,OWN,"37,262","3,105",47.47,89093,60373.00,home_improvement,2500,36,14.07,86,3555,9,324,3/1/2018,3/1/2021
Jason James,gis tech,6,TN,MORTGAGE,"28,000","2,333",47.36,104285,69155.00,credit_card,12000,60,11.99,267,19194,27,1620,1/1/2018,1/1/2023
Susan Bennett,teacher,5,OR,MORTGAGE,"52,140","4,345",47.36,492232,227842.00,debt_consolidation,36000,60,11.99,801,57582,80,4800,2/1/2018,2/1/2023
Rachael Bradshaw,truck driver,10,VT,OWN,"39,000","3,250",47.36,74981,54855.00,debt_consolidation,20000,36,10.91,654,26546,65,2340,1/1/2018,1/1/2021
Wayne Ingram,project managet,10,NC,MORTGAGE,"80,000","6,667",47.34,444344,109816.00,debt_consolidation,40000,60,19.42,"1,047",78840,105,6300,3/1/2018,3/1/2023
Sean Gallagher,hr specialist,3,ID,RENT,"41,000","3,417",47.16,79830,40967.00,debt_consolidation,36975,36,10.9,"1,209",49066,121,4356,3/1/2018,3/1/2021
Taylor Graham,,,NM,OWN,"40,000","3,333",47.13,94392,56881.00,other,1600,36,21.45,61,2630,6,216,1/1/2018,1/1/2021
Gilbert Warren,server,1,TX,RENT,"24,402","2,034",47.11,65900,35798.00,credit_card,37000,36,5.32,"1,114",42905,111,3996,2/1/2018,2/1/2021
Matthew Baker,tire technician ,10,FL,MORTGAGE,"25,000","2,083",46.86,164686,39189.00,other,7000,36,16.02,246,10364,25,900,1/1/2018,1/1/2021
Sara Guerrero,city clerk,10,TX,OWN,"36,000","3,000",46.83,63008,44761.00,small_business,40000,60,17.09,996,74180,100,6000,2/1/2018,2/1/2023
Leslie Mercer,project coordinator,0,MN,MORTGAGE,"68,700","5,725",46.83,401147,161518.00,debt_consolidation,23550,36,7.97,738,29181,74,2664,2/1/2018,2/1/2021
Michael Smith,instructor,3,CA,RENT,"29,000","2,417",46.77,46190,16502.00,other,15600,36,11.99,518,21211,52,1872,1/1/2018,1/1/2021
Sherry Steele,teacher,1,TX,MORTGAGE,"40,000","3,333",46.68,282149,122207.00,debt_consolidation,34000,36,6.08,"1,036",40202,104,3744,2/1/2018,2/1/2021
Jared Santos,senior customer service,4,TX,MORTGAGE,"72,000","6,000",46.57,224124,108228.00,debt_consolidation,20000,60,20,530,40000,53,3180,2/1/2018,2/1/2023
Shelly Peters,sales,10,KY,OWN,"40,000","3,333",46.5,280020,56939.00,credit_card,13500,60,9.44,283,19872,28,1680,1/1/2018,1/1/2023
Paula Odonnell,package handler,10,KY,RENT,"30,000","2,500",46.36,55525,24495.00,debt_consolidation,16000,36,25.82,643,28394,64,2304,2/1/2018,2/1/2021
Elizabeth Ware,accounts payable specialist,6,MD,RENT,"45,000","3,750",46.32,104397,89444.00,medical,2000,36,12.61,67,2757,7,252,3/1/2018,3/1/2021
Heather George,supervisor,0,FL,RENT,"45,000","3,750",46.29,127762,99634.00,credit_card,25050,60,9.92,531,37475,53,3180,3/1/2018,3/1/2023
Michael Phillips,,,CO,RENT,"23,898","1,992",46.11,56437,48247.00,debt_consolidation,34800,36,13.59,"1,182",48988,118,4248,2/1/2018,2/1/2021
Tammy Johnson,technician,6,KY,MORTGAGE,"38,000","3,167",46.08,182565,60643.00,credit_card,10000,60,19.03,260,19515,26,1560,2/1/2018,2/1/2023
Jillian Clark,teacher /specialist,6,NV,MORTGAGE,"40,250","3,354",46.06,135124,107852.00,debt_consolidation,25000,36,9.93,806,32448,81,2916,2/1/2018,2/1/2021
Amy Cross,quality assurance lead,10,OR,MORTGAGE,"38,000","3,167",45.99,266557,68901.00,credit_card,32200,60,14.07,750,54853,75,4500,3/1/2018,3/1/2023
Wyatt Hudson,pta,0,TX,MORTGAGE,"70,000","5,833",45.95,443845,188345.00,debt_consolidation,8000,36,18.45,291,12428,29,1044,3/1/2018,3/1/2021
Carl Barron,,,NE,RENT,"14,400","1,200",45.83,29696,21229.00,debt_consolidation,16000,60,16.02,389,28816,39,2340,1/1/2018,1/1/2023
Richard Gonzales,project manager,3,VA,RENT,"50,000","4,167",45.82,96917,64915.00,debt_consolidation,40000,36,10.9,"1,308",53080,131,4716,3/1/2018,3/1/2021
Kimberly Martinez,,,MD,MORTGAGE,"20,000","1,667",45.8,446876,40722.00,credit_card,35000,36,20.39,"1,308",56410,131,4716,3/1/2018,3/1/2021
Amber Mckay,machine operator,4,MN,MORTGAGE,"30,000","2,500",45.78,294298,30709.00,debt_consolidation,15100,60,12.62,341,24628,34,2040,1/1/2018,1/1/2023
Tiffany Price,medical assistant ,6,UT,MORTGAGE,"35,000","2,917",45.75,75784,60795.00,debt_consolidation,15000,36,12.62,503,20679,50,1800,2/1/2018,2/1/2021
James Mccall,,,CA,MORTGAGE,"35,000","2,917",45.75,336340,52079.00,credit_card,19800,60,14.07,461,33729,46,2760,3/1/2018,3/1/2023
Robert Hughes,executive assistant,3,CT,MORTGAGE,"69,854","5,821",45.59,132093,101221.00,debt_consolidation,35000,60,30.17,"1,136",87798,114,6840,1/1/2018,1/1/2023
Janice Davis,lube manager,9,AZ,RENT,"55,000","4,583",45.52,116801,94704.00,debt_consolidation,20000,60,26.3,602,46300,60,3600,2/1/2018,2/1/2023
Justin Lewis,teacher,3,GA,MORTGAGE,"42,000","3,500",45.51,391045,96837.00,home_improvement,30000,60,18.45,769,57675,77,4620,3/1/2018,3/1/2023
Ryan Blackwell,chemical tech,2,FL,OWN,"35,000","2,917",45.47,95040,55520.00,credit_card,5000,36,6.71,154,6007,15,540,3/1/2018,3/1/2021
Dwayne Hernandez,service engineer ,0,IN,RENT,"33,280","2,773",45.47,72487,56308.00,debt_consolidation,8500,36,9.43,272,10905,27,972,3/1/2018,3/1/2021
Shannon West,,,CA,MORTGAGE,"12,300","1,025",45.37,28441,16604.00,credit_card,12000,36,7.34,372,14642,37,1332,3/1/2018,3/1/2021
Steven Reed,assistant manager,2,NY,RENT,"21,000","1,750",45.37,34635,21473.00,debt_consolidation,25000,60,26.77,760,58463,76,4560,3/1/2018,3/1/2023
Angela Li,toolmaker,10,CT,MORTGAGE,"67,000","5,583",45.26,346402,95421.00,debt_consolidation,30000,36,23.88,"1,175",51492,118,4248,2/1/2018,2/1/2021
Jillian Duarte,truck driver,10,NJ,MORTGAGE,"36,609","3,051",45.25,133555,68930.00,credit_card,6000,36,7.97,188,7435,19,684,2/1/2018,2/1/2021
Christine Shields,minister of music & senior adults,10,NC,MORTGAGE,"46,000","3,833",45.21,198400,76119.00,debt_consolidation,40000,60,16.01,973,72020,97,5820,3/1/2018,3/1/2023
Todd Bennett,sales,7,AZ,MORTGAGE,"40,000","3,333",45.12,256972,82142.00,debt_consolidation,15000,60,17.09,374,27818,37,2220,1/1/2018,1/1/2023
Christina Ruiz,sprinkler fitter,3,AZ,MORTGAGE,"72,000","6,000",44.9,396375,120421.00,small_business,40000,60,11.98,889,63960,89,5340,3/1/2018,3/1/2023
Manuel Lutz,dental pas tl,2,OH,RENT,"52,780","4,398",44.85,107054,63469.00,debt_consolidation,35000,36,7.35,"1,086",42718,109,3924,1/1/2018,1/1/2021
Emily Wilson,laborer,4,WY,RENT,"52,000","4,333",44.75,207222,75280.00,debt_consolidation,40000,36,10.41,"1,298",52492,130,4680,3/1/2018,3/1/2021
Nicole Lutz,irrigation tech,3,FL,RENT,"50,000","4,167",44.72,121586,111444.00,credit_card,6000,36,11.99,199,8158,20,720,2/1/2018,2/1/2021
Melissa Morris,teacher,5,OH,MORTGAGE,"42,000","3,500",44.71,376749,184302.00,debt_consolidation,32000,60,9.93,679,47888,68,4080,1/1/2018,1/1/2023
Zachary Parks,registered nurse,10,WA,MORTGAGE,"65,000","5,417",44.7,149308,101004.00,debt_consolidation,35000,60,13.58,807,58765,81,4860,3/1/2018,3/1/2023
Christina Smith,executive assistant ,5,AZ,RENT,"89,000","7,417",44.66,206541,161034.00,small_business,16000,36,16.02,563,23690,56,2016,1/1/2018,1/1/2021
Tanya Ingram,2nd shift supervisor,2,TX,MORTGAGE,"55,000","4,583",44.56,225413,84585.00,debt_consolidation,25000,60,12.62,564,40775,56,3360,2/1/2018,2/1/2023
Joshua Brooks,,,OK,MORTGAGE,"70,000","5,833",44.54,349300,125305.00,debt_consolidation,15600,36,11.98,518,21207,52,1872,3/1/2018,3/1/2021
Michelle Andrade,provisions,3,VA,MORTGAGE,"27,840","2,320",44.53,82848,71725.00,debt_consolidation,16000,60,10.91,347,24728,35,2100,2/1/2018,2/1/2023
Pamela Gutierrez,teacher,10,CA,RENT,"94,000","7,833",44.49,189792,97604.00,debt_consolidation,10000,36,18.06,362,15418,36,1296,1/1/2018,1/1/2021
Steven Gutierrez,department manager ,0,MO,RENT,"26,000","2,167",44.46,52648,41731.00,credit_card,13000,36,19.03,477,20422,48,1728,1/1/2018,1/1/2021
Joseph Chan,electronic technician ,10,VA,MORTGAGE,"45,198","3,767",44.42,152280,135949.00,credit_card,18400,60,19.03,478,35908,48,2880,1/1/2018,1/1/2023
Taylor Garcia,maintenance technician,5,IL,MORTGAGE,"48,000","4,000",44.35,112353,59772.00,debt_consolidation,25875,60,24.85,757,58025,76,4560,1/1/2018,1/1/2023
Paul Turner,legal assistant,10,OR,MORTGAGE,"44,820","3,735",44.34,253919,45526.00,credit_card,18000,60,20,477,36000,48,2880,1/1/2018,1/1/2023
Diane Campbell,project manager,0,CA,RENT,"45,000","3,750",44.29,74327,90943.00,debt_consolidation,12000,36,11.99,399,16316,40,1440,2/1/2018,2/1/2021
Mrs. Wanda Gray,rural mail carrier,10,MO,MORTGAGE,"55,400","4,617",44.26,242635,75931.00,debt_consolidation,32000,60,13.59,738,53744,74,4440,2/1/2018,2/1/2023
Andrew Munoz,electrician,8,RI,MORTGAGE,"43,600","3,633",44.15,289409,67755.00,debt_consolidation,10000,60,10.42,215,15210,21,1260,1/1/2018,1/1/2023
Edward David,sales,10,LA,MORTGAGE,"69,000","5,750",44.14,161988,107623.00,debt_consolidation,35000,60,9.93,742,52378,74,4440,2/1/2018,2/1/2023
Jeremy Nielsen,accounting associate,1,TX,MORTGAGE,"45,000","3,750",44.11,327120,75621.00,debt_consolidation,35000,36,12.61,"1,173",48241,117,4212,3/1/2018,3/1/2021
Randy Bryant,payroll administration ,3,TX,MORTGAGE,"35,000","2,917",44.07,107098,81205.00,credit_card,15000,60,13.59,346,25193,35,2100,3/1/2018,3/1/2023
Shannon May,,,NV,MORTGAGE,"125,000","10,417",43.96,599665,141234.00,home_improvement,25000,60,9.93,530,37413,53,3180,1/1/2018,1/1/2023
Christina Fowler,medical biller,10,IL,RENT,"32,000","2,667",43.96,415244,16750.00,debt_consolidation,13000,36,5.31,391,15071,39,1404,3/1/2018,3/1/2021
Kelsey Martin,registered nurse,4,CO,MORTGAGE,"55,000","4,583",43.95,494797,123409.00,credit_card,30000,60,10.42,644,45630,64,3840,1/1/2018,1/1/2023
Kelly Brady,legal collector,9,NY,MORTGAGE,"64,000","5,333",43.93,564450,93239.00,debt_consolidation,35200,36,11.99,"1,169",47861,117,4212,1/1/2018,1/1/2021
Aaron Hernandez,western regional manager,10,WA,MORTGAGE,"180,000","15,000",43.62,733755,348361.00,debt_consolidation,40000,60,15.04,952,70080,95,5700,3/1/2018,3/1/2023
Alison Allen,claims clerk,10,AZ,RENT,"45,000","3,750",43.6,78910,36758.00,medical,2800,36,14.08,96,3983,10,360,1/1/2018,1/1/2021
Mr. Kenneth Matthews,,,TX,OWN,"30,000","2,500",43.6,78351,40344.00,other,1600,36,13.58,54,2252,5,180,3/1/2018,3/1/2021
Zachary Moore,sec/treas,10,NE,MORTGAGE,"18,400","1,533",43.57,23434,13835.00,debt_consolidation,25000,36,20.39,934,40293,93,3348,3/1/2018,3/1/2021
Juan Roberts,machine operator,1,VA,MORTGAGE,"44,000","3,667",43.45,65037,46213.00,other,1500,36,16.01,53,2220,5,180,3/1/2018,3/1/2021
Michael Willis,executive assistant/ accts coord,1,TX,MORTGAGE,"35,000","2,917",43.44,218771,40843.00,debt_consolidation,20000,60,25.82,597,45820,60,3600,1/1/2018,1/1/2023
Paula Smith,supervisor front desk,10,WA,MORTGAGE,"35,000","2,917",43.38,344718,42113.00,home_improvement,16600,36,7.34,515,20255,52,1872,3/1/2018,3/1/2021
Carl Scott,customer service rep,9,IL,MORTGAGE,"28,000","2,333",43.38,205026,34660.00,credit_card,30000,60,16.01,730,54015,73,4380,3/1/2018,3/1/2023
Randy Medina,accounts receivable,7,CA,RENT,"65,000","5,417",43.36,110322,65084.00,debt_consolidation,12000,36,20,446,19200,45,1620,3/1/2018,3/1/2021
Adam Ortiz,sanitation,10,WI,MORTGAGE,"39,000","3,250",43.32,118692,41026.00,home_improvement,16000,60,18.06,407,30448,41,2460,2/1/2018,2/1/2023
Courtney Kelley,proposal coordinator,9,MD,MORTGAGE,"71,000","5,917",43.24,445198,135231.00,debt_consolidation,40000,36,5.32,"1,205",46384,120,4320,1/1/2018,1/1/2021
Joshua Cooper,central indiana analogies,5,IN,MORTGAGE,"26,000","2,167",43.21,57282,49519.00,debt_consolidation,4000,36,20.39,149,6447,15,540,3/1/2018,3/1/2021
Michaela Nash,bookkeeper,7,FL,RENT,"53,246","4,437",43.14,75891,46687.00,credit_card,4800,36,20,178,7680,18,648,1/1/2018,1/1/2021
Sara Clark,office manager,7,UT,MORTGAGE,"37,447","3,121",43.08,516200,64974.00,other,4000,36,14.07,137,5688,14,504,3/1/2018,3/1/2021
George Morrison,teacher,4,CA,MORTGAGE,"75,000","6,250",42.99,588902,228123.00,debt_consolidation,4800,36,16.01,169,7105,17,612,3/1/2018,3/1/2021
Shelly Welch,receptionist,1,MD,RENT,"36,400","3,033",42.93,71685,50731.00,debt_consolidation,15200,36,24.85,603,26532,60,2160,2/1/2018,2/1/2021
Sharon Young,teacher,10,NV,MORTGAGE,"60,000","5,000",42.86,553729,94029.00,debt_consolidation,16800,60,9.44,352,24730,35,2100,1/1/2018,1/1/2023
Jennifer Gentry,mechanic ,3,FL,RENT,"46,000","3,833",42.76,123491,82041.00,debt_consolidation,20000,36,9.93,645,25958,64,2304,2/1/2018,2/1/2021
John Mathis,classroom assistant,0,UT,RENT,"10,000",833,42.74,22218,7623.00,debt_consolidation,15000,36,12.61,503,20675,50,1800,3/1/2018,3/1/2021
Nicholas Sawyer,csr,3,PA,MORTGAGE,"36,000","3,000",42.67,193256,65252.00,other,6500,36,10.91,213,8627,21,756,1/1/2018,1/1/2021
Jasmine Bradley,medical support assistant ,10,MI,MORTGAGE,"68,000","5,667",42.66,174533,74066.00,credit_card,25000,60,15.04,595,43800,60,3600,3/1/2018,3/1/2023
Megan Hernandez,communications associate,5,KY,RENT,"48,000","4,000",42.65,188527,149388.00,vacation,5000,36,21.45,190,8218,19,684,2/1/2018,2/1/2021
Holly Gardner,shade assembler,5,IN,MORTGAGE,"45,000","3,750",42.64,243108,47123.00,debt_consolidation,24000,60,9.93,509,35916,51,3060,1/1/2018,1/1/2023
Timothy Smith,risk manager,3,AK,MORTGAGE,"89,000","7,417",42.52,414662,160925.00,debt_consolidation,30000,36,7.35,931,36615,93,3348,1/1/2018,1/1/2021
Kaitlyn Warren,maintenance,10,OH,MORTGAGE,"70,900","5,908",42.5,105928,73196.00,debt_consolidation,35000,60,26.3,"1,054",81025,105,6300,1/1/2018,1/1/2023
Stephen Ortega,firefighter,10,WA,MORTGAGE,"79,043","6,587",42.5,568597,175192.00,debt_consolidation,40000,60,9.93,849,59860,85,5100,1/1/2018,1/1/2023
Brian Jennings,imaging services assistant ,2,AR,RENT,"34,000","2,833",42.29,88594,63202.00,debt_consolidation,11000,60,21.45,300,22798,30,1800,2/1/2018,2/1/2023
Rebecca Robinson,sales manager,4,TN,MORTGAGE,"47,500","3,958",42.27,91547,70675.00,debt_consolidation,23500,60,13.59,542,39468,54,3240,1/1/2018,1/1/2023
Scott Davis,,,CA,MORTGAGE,"11,000",917,42.25,606000,17119.00,credit_card,16000,36,7.97,501,19826,50,1800,1/1/2018,1/1/2021
Jennifer Little,case manager,3,CA,RENT,"66,000","5,500",42.2,170707,116552.00,credit_card,35000,36,16.01,"1,231",51811,123,4428,3/1/2018,3/1/2021
Jordan Clark,legal instruments examiner,1,WV,RENT,"50,912","4,243",42.03,154913,124011.00,debt_consolidation,35000,60,15.05,834,61338,83,4980,2/1/2018,2/1/2023
Debra Jimenez,technition,10,NY,MORTGAGE,"60,000","5,000",41.94,199348,149598.00,debt_consolidation,7500,36,15.04,260,10884,26,936,2/1/2018,2/1/2021
Jerry Cooper,office assistant,0,CA,MORTGAGE,"25,920","2,160",41.94,413371,43722.00,debt_consolidation,5000,36,9.44,160,6416,16,576,2/1/2018,2/1/2021
Jason Brown,asst manager ,1,CT,MORTGAGE,"36,000","3,000",41.93,202120,44082.00,debt_consolidation,6050,36,26.3,245,10823,24,864,1/1/2018,1/1/2021
Shawn Arnold,office manager,6,TX,MORTGAGE,"55,000","4,583",41.92,361779,121695.00,debt_consolidation,13500,36,6.07,411,15958,41,1476,3/1/2018,3/1/2021
Diana Robbins,teacher,10,MT,RENT,"59,000","4,917",41.86,107162,66781.00,debt_consolidation,40000,36,6.07,"1,218",47284,122,4392,3/1/2018,3/1/2021
Jennifer Hill,nurse,4,VA,MORTGAGE,"55,000","4,583",41.83,382807,77981.00,debt_consolidation,40000,36,7.34,"1,241",48808,124,4464,3/1/2018,3/1/2021
Jeremy Bright,road maintenance,5,CA,MORTGAGE,"46,500","3,875",41.73,215224,59373.00,debt_consolidation,12000,60,19.03,311,23418,31,1860,2/1/2018,2/1/2023
Leslie Brown,6th grade teacher,0,CA,RENT,"55,000","4,583",41.72,146629,137231.00,debt_consolidation,12000,36,13.59,408,16892,41,1476,1/1/2018,1/1/2021
Gregory Martinez,account manager,1,ME,MORTGAGE,"85,000","7,083",41.66,136299,79923.00,debt_consolidation,26575,36,6.07,809,31414,81,2916,3/1/2018,3/1/2021
Heather Robles,supervisor ,4,AK,RENT,"50,000","4,167",41.54,124159,94654.00,debt_consolidation,35000,60,9.93,742,52378,74,4440,1/1/2018,1/1/2023
Jessica Fitzgerald,document control specialist,2,AZ,MORTGAGE,"41,000","3,417",41.51,110858,87186.00,home_improvement,32000,60,21.45,874,66320,87,5220,1/1/2018,1/1/2023
Kyle Barton,,,NY,RENT,"41,000","3,417",41.5,88973,75562.00,other,11200,36,15.05,389,16257,39,1404,2/1/2018,2/1/2021
James Davis,patrolman,1,NJ,RENT,"19,000","1,583",41.44,42784,22378.00,debt_consolidation,20000,36,9.44,640,25664,64,2304,2/1/2018,2/1/2021
Heather Pugh,property manager,10,VA,MORTGAGE,"68,000","5,667",41.42,382779,100295.00,debt_consolidation,35000,36,10.41,"1,136",45931,114,4104,2/1/2018,2/1/2021
Tina Black,mechanic,8,AZ,MORTGAGE,"67,400","5,617",41.35,358633,84130.00,credit_card,22000,60,16.02,535,39622,54,3240,2/1/2018,2/1/2023
